scenario,scheme,index,phase,site,authorized,reason,latency_ns,aggregate_consumed,aggregate_spendable,central_remaining
skew_equal_shares,lets,70,partition,site-a,True,authorized_and_claimed,11377400,71,229,
skew_equal_shares,lets,71,partition,site-c,True,authorized_and_claimed,11333900,72,228,
skew_equal_shares,lets,72,partition,site-a,True,authorized_and_claimed,10474300,73,227,
skew_equal_shares,lets,73,partition,site-a,True,authorized_and_claimed,11340000,74,226,
skew_equal_shares,lets,74,partition,site-a,True,authorized_and_claimed,11162800,75,225,
skew_equal_shares,lets,75,partition,site-b,True,authorized_and_claimed,10948800,76,224,
skew_equal_shares,lets,76,partition,site-a,True,authorized_and_claimed,10886200,77,223,
skew_equal_shares,lets,77,partition,site-c,True,authorized_and_claimed,10851500,78,222,
skew_equal_shares,lets,78,partition,site-a,True,authorized_and_claimed,10407800,79,221,
skew_equal_shares,lets,79,partition,site-a,True,authorized_and_claimed,11938300,80,220,
skew_equal_shares,lets,80,partition,site-a,True,authorized_and_claimed,11728900,81,219,
skew_equal_shares,lets,81,partition,site-a,True,authorized_and_claimed,11709300,82,218,
skew_equal_shares,lets,82,partition,site-b,True,authorized_and_claimed,11554200,83,217,
skew_equal_shares,lets,83,partition,site-a,True,authorized_and_claimed,11367600,84,216,
skew_equal_shares,lets,84,partition,site-c,True,authorized_and_claimed,10957900,85,215,
skew_equal_shares,lets,85,partition,site-a,True,authorized_and_claimed,10946300,86,214,
skew_equal_shares,lets,86,partition,site-a,True,authorized_and_claimed,11254100,87,213,
skew_equal_shares,lets,87,partition,site-a,True,authorized_and_claimed,11826900,88,212,
skew_equal_shares,lets,88,partition,site-b,True,authorized_and_claimed,11211600,89,211,
skew_equal_shares,lets,89,partition,site-a,True,authorized_and_claimed,11075500,90,210,
skew_equal_shares,lets,90,partition,site-a,True,authorized_and_claimed,12032100,91,209,
skew_equal_shares,lets,91,partition,site-c,True,authorized_and_claimed,11003700,92,208,
skew_equal_shares,lets,92,partition,site-a,True,authorized_and_claimed,10809500,93,207,
skew_equal_shares,lets,93,partition,site-a,True,authorized_and_claimed,11840000,94,206,
skew_equal_shares,lets,94,partition,site-a,True,authorized_and_claimed,11705300,95,205,
skew_equal_shares,lets,95,partition,site-b,True,authorized_and_claimed,10954900,96,204,
skew_equal_shares,lets,96,partition,site-a,True,authorized_and_claimed,11049900,97,203,
skew_equal_shares,lets,97,partition,site-c,True,authorized_and_claimed,10693900,98,202,
skew_equal_shares,lets,98,partition,site-a,True,authorized_and_claimed,10743100,99,201,
skew_equal_shares,lets,99,partition,site-a,True,authorized_and_claimed,12282200,100,200,
skew_equal_shares,lets,100,partition,site-a,True,authorized_and_claimed,11364500,101,199,
skew_equal_shares,lets,101,partition,site-a,True,authorized_and_claimed,12022800,102,198,
skew_equal_shares,lets,102,partition,site-b,True,authorized_and_claimed,11232700,103,197,
skew_equal_shares,lets,103,partition,site-a,True,authorized_and_claimed,11663200,104,196,
skew_equal_shares,lets,104,partition,site-c,True,authorized_and_claimed,11700900,105,195,
skew_equal_shares,lets,105,partition,site-a,True,authorized_and_claimed,11012600,106,194,
skew_equal_shares,lets,106,partition,site-a,True,authorized_and_claimed,11890400,107,193,
skew_equal_shares,lets,107,partition,site-a,True,authorized_and_claimed,11737000,108,192,
skew_equal_shares,lets,108,partition,site-b,True,authorized_and_claimed,11585500,109,191,
skew_equal_shares,lets,109,partition,site-a,True,authorized_and_claimed,11709400,110,190,
skew_equal_shares,lets,110,partition,site-a,True,authorized_and_claimed,11699800,111,189,
skew_equal_shares,lets,111,partition,site-c,True,authorized_and_claimed,11025300,112,188,
skew_equal_shares,lets,112,partition,site-a,True,authorized_and_claimed,10710700,113,187,
skew_equal_shares,lets,113,partition,site-a,True,authorized_and_claimed,12196600,114,186,
skew_equal_shares,lets,114,partition,site-a,True,authorized_and_claimed,12305000,115,185,
skew_equal_shares,lets,115,partition,site-b,True,authorized_and_claimed,12236200,116,184,
skew_equal_shares,lets,116,partition,site-a,True,authorized_and_claimed,12053300,117,183,
skew_equal_shares,lets,117,partition,site-c,True,authorized_and_claimed,10980700,118,182,
skew_equal_shares,lets,118,partition,site-a,True,authorized_and_claimed,11153200,119,181,
skew_equal_shares,lets,119,partition,site-a,True,authorized_and_claimed,11876200,120,180,
skew_equal_shares,lets,120,partition,site-a,True,authorized_and_claimed,11784900,121,179,
skew_equal_shares,lets,121,partition,site-a,True,authorized_and_claimed,11876200,122,178,
skew_equal_shares,lets,122,partition,site-b,True,authorized_and_claimed,11026900,123,177,
skew_equal_shares,lets,123,partition,site-a,True,authorized_and_claimed,13200400,124,176,
skew_equal_shares,lets,124,partition,site-c,True,authorized_and_claimed,11191700,125,175,
skew_equal_shares,lets,125,partition,site-a,True,authorized_and_claimed,11810100,126,174,
skew_equal_shares,lets,126,partition,site-a,True,authorized_and_claimed,12014400,127,173,
skew_equal_shares,lets,127,partition,site-a,True,authorized_and_claimed,11435800,128,172,
skew_equal_shares,lets,128,partition,site-b,True,authorized_and_claimed,11390300,129,171,
skew_equal_shares,lets,129,partition,site-a,True,authorized_and_claimed,11948800,130,170,
skew_equal_shares,lets,130,partition,site-a,True,authorized_and_claimed,11742700,131,169,
skew_equal_shares,lets,131,partition,site-c,True,authorized_and_claimed,11347900,132,168,
skew_equal_shares,lets,132,partition,site-a,True,authorized_and_claimed,11969000,133,167,
skew_equal_shares,lets,133,partition,site-a,True,authorized_and_claimed,13792300,134,166,
skew_equal_shares,lets,134,partition,site-a,True,authorized_and_claimed,11669000,135,165,
skew_equal_shares,lets,135,partition,site-b,True,authorized_and_claimed,12293400,136,164,
skew_equal_shares,lets,136,partition,site-a,True,authorized_and_claimed,12233600,137,163,
skew_equal_shares,lets,137,partition,site-c,True,authorized_and_claimed,11612900,138,162,
skew_equal_shares,lets,138,partition,site-a,True,authorized_and_claimed,13194200,139,161,
skew_equal_shares,lets,139,partition,site-a,True,authorized_and_claimed,11688900,140,160,
skew_equal_shares,lets,140,partition,site-a,True,authorized_and_claimed,13030100,141,159,
skew_equal_shares,lets,141,partition,site-a,True,authorized_and_claimed,12001100,142,158,
skew_equal_shares,lets,142,partition,site-b,True,authorized_and_claimed,12164800,143,157,
skew_equal_shares,lets,143,partition,site-a,False,policy_denied,3388800,143,157,
skew_equal_shares,lets,144,partition,site-c,True,authorized_and_claimed,11582000,144,156,
skew_equal_shares,lets,145,partition,site-a,False,policy_denied,3252800,144,156,
skew_equal_shares,lets,146,partition,site-a,False,policy_denied,3009900,144,156,
skew_equal_shares,lets,147,partition,site-a,False,policy_denied,2936800,144,156,
skew_equal_shares,lets,148,partition,site-b,True,authorized_and_claimed,11410500,145,155,
skew_equal_shares,lets,149,partition,site-a,False,policy_denied,3119500,145,155,
skew_equal_shares,lets,150,partition,site-a,False,policy_denied,3775300,145,155,
skew_equal_shares,lets,151,partition,site-c,True,authorized_and_claimed,11654600,146,154,
skew_equal_shares,lets,152,partition,site-a,False,policy_denied,2953400,146,154,
skew_equal_shares,lets,153,partition,site-a,False,policy_denied,3744400,146,154,
skew_equal_shares,lets,154,partition,site-a,False,policy_denied,3119100,146,154,
skew_equal_shares,lets,155,partition,site-b,True,authorized_and_claimed,10855100,147,153,
skew_equal_shares,lets,156,partition,site-a,False,policy_denied,3374100,147,153,
skew_equal_shares,lets,157,partition,site-c,True,authorized_and_claimed,11742700,148,152,
skew_equal_shares,lets,158,partition,site-a,False,policy_denied,2935100,148,152,
skew_equal_shares,lets,159,partition,site-a,False,policy_denied,3888000,148,152,
skew_equal_shares,lets,160,partition,site-a,False,policy_denied,3558200,148,152,
skew_equal_shares,lets,161,partition,site-a,False,policy_denied,3111400,148,152,
skew_equal_shares,lets,162,partition,site-b,True,authorized_and_claimed,12107300,149,151,
skew_equal_shares,lets,163,partition,site-a,False,policy_denied,3043400,149,151,
skew_equal_shares,lets,164,partition,site-c,True,authorized_and_claimed,11993900,150,150,
skew_equal_shares,lets,165,partition,site-a,False,policy_denied,3202700,150,150,
skew_equal_shares,lets,166,partition,site-a,False,policy_denied,3489200,150,150,
skew_equal_shares,lets,167,partition,site-a,False,policy_denied,3210600,150,150,
skew_equal_shares,lets,168,partition,site-b,True,authorized_and_claimed,12102800,151,149,
skew_equal_shares,lets,169,partition,site-a,False,policy_denied,4003300,151,149,
skew_equal_shares,lets,170,partition,site-a,False,policy_denied,2914400,151,149,
skew_equal_shares,lets,171,partition,site-c,True,authorized_and_claimed,11339600,152,148,
skew_equal_shares,lets,172,partition,site-a,False,policy_denied,2930400,152,148,
skew_equal_shares,lets,173,partition,site-a,False,policy_denied,3139400,152,148,
skew_equal_shares,lets,174,partition,site-a,False,policy_denied,3113600,152,148,
skew_equal_shares,lets,175,partition,site-b,True,authorized_and_claimed,10946300,153,147,
skew_equal_shares,lets,176,partition,site-a,False,policy_denied,3558900,153,147,
skew_equal_shares,lets,177,partition,site-c,True,authorized_and_claimed,11056800,154,146,
skew_equal_shares,lets,178,partition,site-a,False,policy_denied,3785900,154,146,
skew_equal_shares,lets,179,partition,site-a,False,policy_denied,2965900,154,146,
skew_equal_shares,lets,180,partition,site-a,False,policy_denied,3108700,154,146,
skew_equal_shares,lets,181,partition,site-a,False,policy_denied,3033200,154,146,
skew_equal_shares,lets,182,partition,site-b,True,authorized_and_claimed,11186000,155,145,
skew_equal_shares,lets,183,partition,site-a,False,policy_denied,3611800,155,145,
skew_equal_shares,lets,184,partition,site-c,True,authorized_and_claimed,11290000,156,144,
skew_equal_shares,lets,185,partition,site-a,False,policy_denied,3006300,156,144,
skew_equal_shares,lets,186,partition,site-a,False,policy_denied,2942400,156,144,
skew_equal_shares,lets,187,partition,site-a,False,policy_denied,3116600,156,144,
skew_equal_shares,lets,188,partition,site-b,True,authorized_and_claimed,11562100,157,143,
skew_equal_shares,lets,189,partition,site-a,False,policy_denied,3571500,157,143,
skew_equal_shares,lets,190,partition,site-a,False,policy_denied,2921300,157,143,
skew_equal_shares,lets,191,partition,site-c,True,authorized_and_claimed,12192100,158,142,
skew_equal_shares,lets,192,partition,site-a,False,policy_denied,3079600,158,142,
skew_equal_shares,lets,193,partition,site-a,False,policy_denied,3128000,158,142,
skew_equal_shares,lets,194,partition,site-a,False,policy_denied,3005200,158,142,
skew_equal_shares,lets,195,partition,site-b,True,authorized_and_claimed,11231400,159,141,
skew_equal_shares,lets,196,partition,site-a,False,policy_denied,3593400,159,141,
skew_equal_shares,lets,197,partition,site-c,True,authorized_and_claimed,11545100,160,140,
skew_equal_shares,lets,198,partition,site-a,False,policy_denied,3009700,160,140,
skew_equal_shares,lets,199,partition,site-a,False,policy_denied,2962900,160,140,
skew_equal_shares,lets,200,partition,site-a,False,policy_denied,3217500,160,140,
skew_equal_shares,lets,201,partition,site-a,False,policy_denied,2852600,160,140,
skew_equal_shares,lets,202,partition,site-b,True,authorized_and_claimed,10965800,161,139,
skew_equal_shares,lets,203,partition,site-a,False,policy_denied,3511200,161,139,
skew_equal_shares,lets,204,partition,site-c,True,authorized_and_claimed,10574700,162,138,
skew_equal_shares,lets,205,partition,site-a,False,policy_denied,3038900,162,138,
skew_equal_shares,lets,206,partition,site-a,False,policy_denied,2936800,162,138,
skew_equal_shares,lets,207,partition,site-a,False,policy_denied,2974700,162,138,
skew_equal_shares,lets,208,partition,site-b,True,authorized_and_claimed,11516200,163,137,
skew_equal_shares,lets,209,partition,site-a,False,policy_denied,3513000,163,137,
skew_equal_shares,lets,210,recovery,site-a,True,authorized_and_claimed,11022500,164,136,
skew_equal_shares,lets,211,recovery,site-c,True,authorized_and_claimed,10065400,165,135,
skew_equal_shares,lets,212,recovery,site-a,True,authorized_and_claimed,11515400,166,134,
skew_equal_shares,lets,213,recovery,site-a,True,authorized_and_claimed,11772600,167,133,
skew_equal_shares,lets,214,recovery,site-a,True,authorized_and_claimed,11504900,168,132,
skew_equal_shares,lets,215,recovery,site-b,True,authorized_and_claimed,11404100,169,131,
skew_equal_shares,lets,216,recovery,site-a,True,authorized_and_claimed,11800900,170,130,
skew_equal_shares,lets,217,recovery,site-c,True,authorized_and_claimed,11753100,171,129,
skew_equal_shares,lets,218,recovery,site-a,True,authorized_and_claimed,11175100,172,128,
skew_equal_shares,lets,219,recovery,site-a,True,authorized_and_claimed,27200000,173,127,
skew_equal_shares,lets,220,recovery,site-a,True,authorized_and_claimed,12802700,174,126,
skew_equal_shares,lets,221,recovery,site-a,True,authorized_and_claimed,11681300,175,125,
skew_equal_shares,lets,222,recovery,site-b,True,authorized_and_claimed,10887900,176,124,
skew_equal_shares,lets,223,recovery,site-a,True,authorized_and_claimed,11151100,177,123,
skew_equal_shares,lets,224,recovery,site-c,True,authorized_and_claimed,11103000,178,122,
skew_equal_shares,lets,225,recovery,site-a,True,authorized_and_claimed,10841800,179,121,
skew_equal_shares,lets,226,recovery,site-a,True,authorized_and_claimed,11684900,180,120,
skew_equal_shares,lets,227,recovery,site-a,True,authorized_and_claimed,11694000,181,119,
skew_equal_shares,lets,228,recovery,site-b,True,authorized_and_claimed,11747000,182,118,
skew_equal_shares,lets,229,recovery,site-a,True,authorized_and_claimed,11358300,183,117,
skew_equal_shares,lets,230,recovery,site-a,True,authorized_and_claimed,11958300,184,116,
skew_equal_shares,lets,231,recovery,site-c,True,authorized_and_claimed,11564400,185,115,
skew_equal_shares,lets,232,recovery,site-a,True,authorized_and_claimed,11074000,186,114,
skew_equal_shares,lets,233,recovery,site-a,True,authorized_and_claimed,11813800,187,113,
skew_equal_shares,lets,234,recovery,site-a,True,authorized_and_claimed,13759500,188,112,
skew_equal_shares,lets,235,recovery,site-b,True,authorized_and_claimed,11635000,189,111,
skew_equal_shares,lets,236,recovery,site-a,True,authorized_and_claimed,12092200,190,110,
skew_equal_shares,lets,237,recovery,site-c,True,authorized_and_claimed,11820200,191,109,
skew_equal_shares,lets,238,recovery,site-a,True,authorized_and_claimed,11541500,192,108,
skew_equal_shares,lets,239,recovery,site-a,True,authorized_and_claimed,13007600,193,107,
skew_equal_shares,lets,240,recovery,site-a,True,authorized_and_claimed,12001200,194,106,
skew_equal_shares,lets,241,recovery,site-a,True,authorized_and_claimed,11779800,195,105,
skew_equal_shares,lets,242,recovery,site-b,True,authorized_and_claimed,11605600,196,104,
skew_equal_shares,lets,243,recovery,site-a,True,authorized_and_claimed,12704400,197,103,
skew_equal_shares,lets,244,recovery,site-c,True,authorized_and_claimed,11518600,198,102,
skew_equal_shares,lets,245,recovery,site-a,True,authorized_and_claimed,10969800,199,101,
skew_equal_shares,lets,246,recovery,site-a,True,authorized_and_claimed,12186000,200,100,
skew_equal_shares,lets,247,recovery,site-a,True,authorized_and_claimed,12734800,201,99,
skew_equal_shares,lets,248,recovery,site-b,True,authorized_and_claimed,11775200,202,98,
skew_equal_shares,lets,249,recovery,site-a,True,authorized_and_claimed,11637700,203,97,
skew_equal_shares,lets,250,recovery,site-a,True,authorized_and_claimed,12442500,204,96,
skew_equal_shares,lets,251,recovery,site-c,True,authorized_and_claimed,12512500,205,95,
skew_equal_shares,lets,252,recovery,site-a,True,authorized_and_claimed,11855000,206,94,
skew_equal_shares,lets,253,recovery,site-a,True,authorized_and_claimed,12430800,207,93,
skew_equal_shares,lets,254,recovery,site-a,True,authorized_and_claimed,12334900,208,92,
skew_equal_shares,lets,255,recovery,site-b,True,authorized_and_claimed,12107000,209,91,
skew_equal_shares,lets,256,recovery,site-a,True,authorized_and_claimed,12556300,210,90,
skew_equal_shares,lets,257,recovery,site-c,True,authorized_and_claimed,12857300,211,89,
skew_equal_shares,lets,258,recovery,site-a,True,authorized_and_claimed,12494300,212,88,
skew_equal_shares,lets,259,recovery,site-a,True,authorized_and_claimed,12628100,213,87,
skew_equal_shares,lets,260,recovery,site-a,True,authorized_and_claimed,11712400,214,86,
skew_equal_shares,lets,261,recovery,site-a,True,authorized_and_claimed,11362900,215,85,
skew_equal_shares,lets,262,recovery,site-b,True,authorized_and_claimed,11725400,216,84,
skew_equal_shares,lets,263,recovery,site-a,True,authorized_and_claimed,11989600,217,83,
skew_equal_shares,lets,264,recovery,site-c,True,authorized_and_claimed,12941200,218,82,
skew_equal_shares,lets,265,recovery,site-a,True,authorized_and_claimed,12067400,219,81,
skew_equal_shares,lets,266,recovery,site-a,True,authorized_and_claimed,11787000,220,80,
skew_equal_shares,lets,267,recovery,site-a,True,authorized_and_claimed,11822500,221,79,
skew_equal_shares,lets,268,recovery,site-b,True,authorized_and_claimed,12683600,222,78,
skew_equal_shares,lets,269,recovery,site-a,True,authorized_and_claimed,11477300,223,77,
skew_equal_shares,lets,270,recovery,site-a,True,authorized_and_claimed,12168200,224,76,
skew_equal_shares,lets,271,recovery,site-c,True,authorized_and_claimed,11622600,225,75,
skew_equal_shares,lets,272,recovery,site-a,True,authorized_and_claimed,10828300,226,74,
skew_equal_shares,lets,273,recovery,site-a,True,authorized_and_claimed,12031200,227,73,
skew_equal_shares,lets,274,recovery,site-a,True,authorized_and_claimed,11764300,228,72,
skew_equal_shares,lets,275,recovery,site-b,True,authorized_and_claimed,11686600,229,71,
skew_equal_shares,lets,276,recovery,site-a,True,authorized_and_claimed,11831900,230,70,
skew_equal_shares,lets,277,recovery,site-c,True,authorized_and_claimed,11935200,231,69,
skew_equal_shares,lets,278,recovery,site-a,True,authorized_and_claimed,11542800,232,68,
skew_equal_shares,lets,279,recovery,site-a,True,authorized_and_claimed,12265700,233,67,
skew_equal_shares,lets,280,recovery,site-a,True,authorized_and_claimed,12239800,234,66,
skew_equal_shares,lets,281,recovery,site-a,True,authorized_and_claimed,12310000,235,65,
skew_equal_shares,lets,282,recovery,site-b,True,authorized_and_claimed,11603200,236,64,
skew_equal_shares,lets,283,recovery,site-a,True,authorized_and_claimed,11677500,237,63,
skew_equal_shares,lets,284,recovery,site-c,True,authorized_and_claimed,12172000,238,62,
skew_equal_shares,lets,285,recovery,site-a,True,authorized_and_claimed,12256600,239,61,
skew_equal_shares,lets,286,recovery,site-a,True,authorized_and_claimed,12044600,240,60,
skew_equal_shares,lets,287,recovery,site-a,True,authorized_and_claimed,12251500,241,59,
skew_equal_shares,lets,288,recovery,site-b,True,authorized_and_claimed,11878700,242,58,
skew_equal_shares,lets,289,recovery,site-a,True,authorized_and_claimed,12154700,243,57,
skew_equal_shares,lets,290,recovery,site-a,True,authorized_and_claimed,11838400,244,56,
skew_equal_shares,lets,291,recovery,site-c,True,authorized_and_claimed,11909600,245,55,
skew_equal_shares,lets,292,recovery,site-a,True,authorized_and_claimed,12341200,246,54,
skew_equal_shares,lets,293,recovery,site-a,True,authorized_and_claimed,11928300,247,53,
skew_equal_shares,lets,294,recovery,site-a,True,authorized_and_claimed,12130000,248,52,
skew_equal_shares,lets,295,recovery,site-b,True,authorized_and_claimed,11598800,249,51,
skew_equal_shares,lets,296,recovery,site-a,True,authorized_and_claimed,12052800,250,50,
skew_equal_shares,lets,297,recovery,site-c,True,authorized_and_claimed,11504700,251,49,
skew_equal_shares,lets,298,recovery,site-a,True,authorized_and_claimed,11466000,252,48,
skew_equal_shares,lets,299,recovery,site-a,True,authorized_and_claimed,12859200,253,47,
skew_equal_shares,centralized_counter,0,normal,site-a,True,authorized,381000,,,299
skew_equal_shares,centralized_counter,1,normal,site-a,True,authorized,286500,,,298
skew_equal_shares,centralized_counter,2,normal,site-b,True,authorized,277800,,,297
skew_equal_shares,centralized_counter,3,normal,site-a,True,authorized,354300,,,296
skew_equal_shares,centralized_counter,4,normal,site-c,True,authorized,329100,,,295
skew_equal_shares,centralized_counter,5,normal,site-a,True,authorized,266700,,,294
skew_equal_shares,centralized_counter,6,normal,site-a,True,authorized,288100,,,293
skew_equal_shares,centralized_counter,7,normal,site-a,True,authorized,269000,,,292
skew_equal_shares,centralized_counter,8,normal,site-b,True,authorized,277200,,,291
skew_equal_shares,centralized_counter,9,normal,site-a,True,authorized,276700,,,290
skew_equal_shares,centralized_counter,10,normal,site-a,True,authorized,275500,,,289
skew_equal_shares,centralized_counter,11,normal,site-c,True,authorized,257700,,,288
skew_equal_shares,centralized_counter,12,normal,site-a,True,authorized,294900,,,287
skew_equal_shares,centralized_counter,13,normal,site-a,True,authorized,283300,,,286
skew_equal_shares,centralized_counter,14,normal,site-a,True,authorized,275900,,,285
skew_equal_shares,centralized_counter,15,normal,site-b,True,authorized,280700,,,284
skew_equal_shares,centralized_counter,16,normal,site-a,True,authorized,271800,,,283
skew_equal_shares,centralized_counter,17,normal,site-c,True,authorized,274300,,,282
skew_equal_shares,centralized_counter,18,normal,site-a,True,authorized,275000,,,281
skew_equal_shares,centralized_counter,19,normal,site-a,True,authorized,297400,,,280
skew_equal_shares,centralized_counter,20,normal,site-a,True,authorized,276400,,,279
skew_equal_shares,centralized_counter,21,normal,site-a,True,authorized,266500,,,278
skew_equal_shares,centralized_counter,22,normal,site-b,True,authorized,281500,,,277
skew_equal_shares,centralized_counter,23,normal,site-a,True,authorized,291300,,,276
skew_equal_shares,centralized_counter,24,normal,site-c,True,authorized,339300,,,275
skew_equal_shares,centralized_counter,25,normal,site-a,True,authorized,360700,,,274
skew_equal_shares,centralized_counter,26,normal,site-a,True,authorized,327700,,,273
skew_equal_shares,centralized_counter,27,normal,site-a,True,authorized,328200,,,272
skew_equal_shares,centralized_counter,28,normal,site-b,True,authorized,323300,,,271
skew_equal_shares,centralized_counter,29,normal,site-a,True,authorized,290400,,,270
skew_equal_shares,centralized_counter,30,normal,site-a,True,authorized,277900,,,269
skew_equal_shares,centralized_counter,31,normal,site-c,True,authorized,268600,,,268
skew_equal_shares,centralized_counter,32,normal,site-a,True,authorized,283500,,,267
skew_equal_shares,centralized_counter,33,normal,site-a,True,authorized,274400,,,266
skew_equal_shares,centralized_counter,34,normal,site-a,True,authorized,314100,,,265
skew_equal_shares,centralized_counter,35,normal,site-b,True,authorized,288300,,,264
skew_equal_shares,centralized_counter,36,normal,site-a,True,authorized,275000,,,263
skew_equal_shares,centralized_counter,37,normal,site-c,True,authorized,266200,,,262
skew_equal_shares,centralized_counter,38,normal,site-a,True,authorized,278000,,,261
skew_equal_shares,centralized_counter,39,normal,site-a,True,authorized,276100,,,260
skew_equal_shares,centralized_counter,40,normal,site-a,True,authorized,306400,,,259
skew_equal_shares,centralized_counter,41,normal,site-a,True,authorized,278900,,,258
skew_equal_shares,centralized_counter,42,normal,site-b,True,authorized,297500,,,257
skew_equal_shares,centralized_counter,43,normal,site-a,True,authorized,271800,,,256
skew_equal_shares,centralized_counter,44,normal,site-c,True,authorized,286400,,,255
skew_equal_shares,centralized_counter,45,normal,site-a,True,authorized,298000,,,254
skew_equal_shares,centralized_counter,46,normal,site-a,True,authorized,301400,,,253
skew_equal_shares,centralized_counter,47,normal,site-a,True,authorized,290300,,,252
skew_equal_shares,centralized_counter,48,normal,site-b,True,authorized,290100,,,251
skew_equal_shares,centralized_counter,49,normal,site-a,True,authorized,278100,,,250
skew_equal_shares,centralized_counter,50,normal,site-a,True,authorized,280000,,,249
skew_equal_shares,centralized_counter,51,normal,site-c,True,authorized,311700,,,248
skew_equal_shares,centralized_counter,52,normal,site-a,True,authorized,300600,,,247
skew_equal_shares,centralized_counter,53,normal,site-a,True,authorized,276900,,,246
skew_equal_shares,centralized_counter,54,normal,site-a,True,authorized,268900,,,245
skew_equal_shares,centralized_counter,55,normal,site-b,True,authorized,275400,,,244
skew_equal_shares,centralized_counter,56,normal,site-a,True,authorized,274700,,,243
skew_equal_shares,centralized_counter,57,normal,site-c,True,authorized,284200,,,242
skew_equal_shares,centralized_counter,58,normal,site-a,True,authorized,304800,,,241
skew_equal_shares,centralized_counter,59,normal,site-a,True,authorized,277400,,,240
skew_equal_shares,centralized_counter,60,partition,site-a,False,central_unreachable,0,,,240
skew_equal_shares,centralized_counter,61,partition,site-a,False,central_unreachable,0,,,240
skew_equal_shares,centralized_counter,62,partition,site-b,True,authorized,270700,,,239
skew_equal_shares,centralized_counter,63,partition,site-a,False,central_unreachable,0,,,239
skew_equal_shares,centralized_counter,64,partition,site-c,True,authorized,299200,,,238
skew_equal_shares,centralized_counter,65,partition,site-a,False,central_unreachable,0,,,238
skew_equal_shares,centralized_counter,66,partition,site-a,False,central_unreachable,0,,,238
skew_equal_shares,centralized_counter,67,partition,site-a,False,central_unreachable,0,,,238
skew_equal_shares,centralized_counter,68,partition,site-b,True,authorized,272900,,,237
skew_equal_shares,centralized_counter,69,partition,site-a,False,central_unreachable,0,,,237
skew_equal_shares,centralized_counter,70,partition,site-a,False,central_unreachable,0,,,237
skew_equal_shares,centralized_counter,71,partition,site-c,True,authorized,270700,,,236
skew_equal_shares,centralized_counter,72,partition,site-a,False,central_unreachable,0,,,236
skew_equal_shares,centralized_counter,73,partition,site-a,False,central_unreachable,0,,,236
skew_equal_shares,centralized_counter,74,partition,site-a,False,central_unreachable,0,,,236
skew_equal_shares,centralized_counter,75,partition,site-b,True,authorized,272700,,,235
skew_equal_shares,centralized_counter,76,partition,site-a,False,central_unreachable,0,,,235
skew_equal_shares,centralized_counter,77,partition,site-c,True,authorized,273500,,,234
skew_equal_shares,centralized_counter,78,partition,site-a,False,central_unreachable,0,,,234
skew_equal_shares,centralized_counter,79,partition,site-a,False,central_unreachable,0,,,234
skew_equal_shares,centralized_counter,80,partition,site-a,False,central_unreachable,0,,,234
skew_equal_shares,centralized_counter,81,partition,site-a,False,central_unreachable,0,,,234
skew_equal_shares,centralized_counter,82,partition,site-b,True,authorized,283900,,,233
skew_equal_shares,centralized_counter,83,partition,site-a,False,central_unreachable,0,,,233
skew_equal_shares,centralized_counter,84,partition,site-c,True,authorized,277300,,,232
skew_equal_shares,centralized_counter,85,partition,site-a,False,central_unreachable,0,,,232
skew_equal_shares,centralized_counter,86,partition,site-a,False,central_unreachable,0,,,232
skew_equal_shares,centralized_counter,87,partition,site-a,False,central_unreachable,0,,,232
skew_equal_shares,centralized_counter,88,partition,site-b,True,authorized,302400,,,231
skew_equal_shares,centralized_counter,89,partition,site-a,False,central_unreachable,0,,,231
skew_equal_shares,centralized_counter,90,partition,site-a,False,central_unreachable,0,,,231
skew_equal_shares,centralized_counter,91,partition,site-c,True,authorized,282900,,,230
skew_equal_shares,centralized_counter,92,partition,site-a,False,central_unreachable,0,,,230
skew_equal_shares,centralized_counter,93,partition,site-a,False,central_unreachable,0,,,230
skew_equal_shares,centralized_counter,94,partition,site-a,False,central_unreachable,0,,,230
skew_equal_shares,centralized_counter,95,partition,site-b,True,authorized,277500,,,229
skew_equal_shares,centralized_counter,96,partition,site-a,False,central_unreachable,0,,,229
skew_equal_shares,centralized_counter,97,partition,site-c,True,authorized,289700,,,228
skew_equal_shares,centralized_counter,98,partition,site-a,False,central_unreachable,0,,,228
skew_equal_shares,centralized_counter,99,partition,site-a,False,central_unreachable,0,,,228
skew_equal_shares,centralized_counter,100,partition,site-a,False,central_unreachable,0,,,228
skew_equal_shares,centralized_counter,101,partition,site-a,False,central_unreachable,0,,,228
skew_equal_shares,centralized_counter,102,partition,site-b,True,authorized,327400,,,227
skew_equal_shares,centralized_counter,103,partition,site-a,False,central_unreachable,0,,,227
skew_equal_shares,centralized_counter,104,partition,site-c,True,authorized,371400,,,226
skew_equal_shares,centralized_counter,105,partition,site-a,False,central_unreachable,0,,,226
skew_equal_shares,centralized_counter,106,partition,site-a,False,central_unreachable,0,,,226
skew_equal_shares,centralized_counter,107,partition,site-a,False,central_unreachable,0,,,226
skew_equal_shares,centralized_counter,108,partition,site-b,True,authorized,315800,,,225
skew_equal_shares,centralized_counter,109,partition,site-a,False,central_unreachable,0,,,225
skew_equal_shares,centralized_counter,110,partition,site-a,False,central_unreachable,0,,,225
skew_equal_shares,centralized_counter,111,partition,site-c,True,authorized,387900,,,224
skew_equal_shares,centralized_counter,112,partition,site-a,False,central_unreachable,0,,,224
